name,price,link
2.5kg Bulk 41% Milk Hot Chocolate Drops,"
              ","<a href=""/products/2-5kg-bulk-of-our-41-milk-hot-chocolate-drops"" class=""product-item-meta__title"">2.5kg Bulk 41% Milk Hot Chocolate Drops</a>"
